Name	Position	Depth
NG_047936.1	231	3
NG_047936.1	232	3
NG_047936.1	233	3
NG_047936.1	234	3
NG_047936.1	235	3
NG_047936.1	236	3
NG_047936.1	237	3
NG_047936.1	238	3
NG_047936.1	239	3
NG_047936.1	240	3
NG_047936.1	241	3
NG_047936.1	242	3
NG_047936.1	243	3
NG_047936.1	244	3
NG_047936.1	245	3
NG_047936.1	246	3
NG_047936.1	247	3
NG_047936.1	248	3
NG_047936.1	249	3
NG_047936.1	250	3
NG_047936.1	251	3
NG_047936.1	252	3
NG_047936.1	253	3
NG_047936.1	254	3
NG_047936.1	255	2
NG_047936.1	256	3
NG_047936.1	257	3
NG_047936.1	258	3
NG_047936.1	259	3
NG_047936.1	260	2
NG_047936.1	261	3
NG_047936.1	262	3
NG_047936.1	263	3
NG_047936.1	264	3
NG_047936.1	265	3
NG_047936.1	266	3
NG_047936.1	267	3
NG_047936.1	268	3
NG_047936.1	269	3
NG_047936.1	270	3
NG_047936.1	271	3
NG_047936.1	272	2
NG_047936.1	273	3
NG_047936.1	274	3
NG_047936.1	275	3
NG_047936.1	276	3
NG_047936.1	277	7
NG_047936.1	278	7
NG_047936.1	279	7
NG_047936.1	280	7
NG_047936.1	281	7
NG_047936.1	282	6
NG_047936.1	283	7
NG_047936.1	284	7
NG_047936.1	285	7
NG_047936.1	286	7
NG_047936.1	287	7
NG_047936.1	288	7
NG_047936.1	289	7
NG_047936.1	290	7
NG_047936.1	291	7
NG_047936.1	292	7
NG_047936.1	293	7
NG_047936.1	294	7
NG_047936.1	295	7
NG_047936.1	296	6
NG_047936.1	297	6
NG_047936.1	298	6
NG_047936.1	299	5
NG_047936.1	300	5
NG_047936.1	301	5
NG_047936.1	302	5
NG_047936.1	303	5
NG_047936.1	304	5
NG_047936.1	305	5
NG_047936.1	306	5
NG_047936.1	307	5
NG_047936.1	308	5
NG_047936.1	309	5
NG_047936.1	310	5
NG_047936.1	311	5
NG_047936.1	312	5
NG_047936.1	313	5
NG_047936.1	314	5
NG_047936.1	315	5
NG_047936.1	316	5
NG_047936.1	317	5
NG_047936.1	318	5
NG_047936.1	319	5
NG_047936.1	320	5
NG_047936.1	321	5
NG_047936.1	322	5
NG_047936.1	323	5
NG_047936.1	324	5
NG_047936.1	325	5
NG_047936.1	326	5
NG_047936.1	327	5
NG_047936.1	328	5
NG_047936.1	329	5
NG_047936.1	330	5
NG_047936.1	331	5
NG_047936.1	332	5
NG_047936.1	333	5
NG_047936.1	334	5
NG_047936.1	335	5
NG_047936.1	336	5
NG_047936.1	337	5
NG_047936.1	338	5
NG_047936.1	339	5
NG_047936.1	340	5
NG_047936.1	341	6
NG_047936.1	342	6
NG_047936.1	343	6
NG_047936.1	344	6
NG_047936.1	345	6
NG_047936.1	346	6
NG_047936.1	347	6
NG_047936.1	348	6
NG_047936.1	349	6
NG_047936.1	350	6
NG_047936.1	351	6
NG_047936.1	352	6
NG_047936.1	353	6
NG_047936.1	354	6
NG_047936.1	355	6
NG_047936.1	356	6
NG_047936.1	357	6
NG_047936.1	358	6
NG_047936.1	359	6
NG_047936.1	360	6
NG_047936.1	361	6
NG_047936.1	362	6
NG_047936.1	363	6
NG_047936.1	364	6
NG_047936.1	365	6
NG_047936.1	366	6
NG_047936.1	367	7
NG_047936.1	368	7
NG_047936.1	369	7
NG_047936.1	370	7
NG_047936.1	371	7
NG_047936.1	372	7
NG_047936.1	373	7
NG_047936.1	374	6
NG_047936.1	375	7
NG_047936.1	376	7
NG_047936.1	377	7
NG_047936.1	378	7
NG_047936.1	379	7
NG_047936.1	380	7
NG_047936.1	381	7
NG_047936.1	382	7
NG_047936.1	383	7
NG_047936.1	384	7
NG_047936.1	385	7
NG_047936.1	386	7
NG_047936.1	387	7
NG_047936.1	388	7
NG_047936.1	389	7
NG_047936.1	390	7
NG_047936.1	391	7
NG_047936.1	392	7
NG_047936.1	393	7
NG_047936.1	394	7
NG_047936.1	395	7
NG_047936.1	396	7
NG_047936.1	397	7
NG_047936.1	398	7
NG_047936.1	399	7
NG_047936.1	400	7
NG_047936.1	401	7
NG_047936.1	402	7
NG_047936.1	403	7
NG_047936.1	404	7
NG_047936.1	405	7
NG_047936.1	406	7
NG_047936.1	407	6
NG_047936.1	408	6
NG_047936.1	409	6
NG_047936.1	410	6
NG_047936.1	411	6
NG_047936.1	412	6
NG_047936.1	413	6
NG_047936.1	414	6
NG_047936.1	415	6
NG_047936.1	416	6
NG_047936.1	417	6
NG_047936.1	418	6
NG_047936.1	419	6
NG_047936.1	420	6
NG_047936.1	421	6
NG_047936.1	422	6
NG_047936.1	423	7
NG_047936.1	424	7
NG_047936.1	425	7
NG_047936.1	426	7
NG_047936.1	427	7
NG_047936.1	428	7
NG_047936.1	429	7
NG_047936.1	430	7
NG_047936.1	431	7
NG_047936.1	432	7
NG_047936.1	433	7
NG_047936.1	434	7
NG_047936.1	435	7
NG_047936.1	436	7
NG_047936.1	437	7
NG_047936.1	438	7
NG_047936.1	439	7
NG_047936.1	440	7
NG_047936.1	441	7
NG_047936.1	442	7
NG_047936.1	443	7
NG_047936.1	444	7
NG_047936.1	445	7
NG_047936.1	446	7
NG_047936.1	447	8
NG_047936.1	448	8
NG_047936.1	449	8
NG_047936.1	450	4
NG_047936.1	451	4
NG_047936.1	452	4
NG_047936.1	453	4
NG_047936.1	454	4
NG_047936.1	455	4
NG_047936.1	456	4
NG_047936.1	457	4
NG_047936.1	458	4
NG_047936.1	459	4
NG_047936.1	460	4
NG_047936.1	461	4
NG_047936.1	462	4
NG_047936.1	463	4
NG_047936.1	464	4
NG_047936.1	465	4
NG_047936.1	466	4
NG_047936.1	467	4
NG_047936.1	468	4
NG_047936.1	469	4
NG_047936.1	470	4
NG_047936.1	471	4
NG_047936.1	472	4
NG_047936.1	473	4
NG_047936.1	474	4
NG_047936.1	475	4
NG_047936.1	476	4
NG_047936.1	477	4
NG_047936.1	478	4
NG_047936.1	479	4
NG_047936.1	480	5
NG_047936.1	481	5
NG_047936.1	482	5
NG_047936.1	483	5
NG_047936.1	484	5
NG_047936.1	485	5
NG_047936.1	486	5
NG_047936.1	487	5
NG_047936.1	488	5
NG_047936.1	489	5
NG_047936.1	490	5
NG_047936.1	491	5
NG_047936.1	492	5
NG_047936.1	493	5
NG_047936.1	494	5
NG_047936.1	495	5
NG_047936.1	496	5
NG_047936.1	497	5
NG_047936.1	498	5
NG_047936.1	499	5
NG_047936.1	500	5
NG_047936.1	501	5
NG_047936.1	502	5
NG_047936.1	503	5
NG_047936.1	504	4
NG_047936.1	505	4
NG_047936.1	506	4
NG_047936.1	507	4
NG_047936.1	508	4
NG_047936.1	509	4
NG_047936.1	510	4
NG_047936.1	511	4
NG_047936.1	512	4
NG_047936.1	513	4
NG_047936.1	514	4
NG_047936.1	515	4
NG_047936.1	516	4
NG_047936.1	517	4
NG_047936.1	518	4
NG_047936.1	519	4
NG_047936.1	520	4
NG_047936.1	521	4
NG_047936.1	522	4
NG_047936.1	523	4
NG_047936.1	524	4
NG_047936.1	525	4
NG_047936.1	526	4
NG_047936.1	527	4
NG_047936.1	528	4
NG_047936.1	529	4
NG_047936.1	530	4
NG_047936.1	531	4
NG_047936.1	532	6
NG_047936.1	533	6
NG_047936.1	534	5
NG_047936.1	535	6
NG_047936.1	536	6
NG_047936.1	537	6
NG_047936.1	538	6
NG_047936.1	539	6
NG_047936.1	540	6
NG_047936.1	541	6
NG_047936.1	542	6
NG_047936.1	543	6
NG_047936.1	544	6
NG_047936.1	545	6
NG_047936.1	546	6
NG_047936.1	547	6
NG_047936.1	548	6
NG_047936.1	549	6
NG_047936.1	550	6
NG_047936.1	551	6
NG_047936.1	552	6
NG_047936.1	553	6
NG_047936.1	554	6
NG_047936.1	555	6
NG_047936.1	556	6
NG_047936.1	557	6
NG_047936.1	558	6
NG_047936.1	559	6
NG_047936.1	560	5
NG_047936.1	561	5
NG_047936.1	562	6
NG_047936.1	563	6
NG_047936.1	564	6
NG_047936.1	565	6
NG_047936.1	566	6
NG_047936.1	567	6
NG_047936.1	568	6
NG_047936.1	569	6
NG_047936.1	570	6
NG_047936.1	571	6
NG_047936.1	572	6
NG_047936.1	573	6
NG_047936.1	574	6
NG_047936.1	575	6
NG_047936.1	576	6
NG_047936.1	577	6
NG_047936.1	578	6
NG_047936.1	579	6
NG_047936.1	580	6
NG_047936.1	581	6
NG_047936.1	582	6
NG_047936.1	583	6
NG_047936.1	584	6
NG_047936.1	585	6
NG_047936.1	586	6
NG_047936.1	587	6
NG_047936.1	588	6
NG_047936.1	589	6
NG_047936.1	590	6
NG_047936.1	591	6
NG_047936.1	592	6
NG_047936.1	593	6
NG_047936.1	594	6
NG_047936.1	595	6
NG_047936.1	596	6
NG_047936.1	597	6
NG_047936.1	598	6
NG_047936.1	599	6
NG_047936.1	600	6
NG_047936.1	601	7
NG_047936.1	602	6
NG_047936.1	603	6
NG_047936.1	604	6
NG_047936.1	605	6
NG_047936.1	606	6
NG_047936.1	607	6
NG_047936.1	608	6
NG_047936.1	609	5
NG_047936.1	610	4
NG_047936.1	611	0
NG_047936.1	612	4
NG_047936.1	613	4
NG_047936.1	614	4
NG_047936.1	615	4
NG_047936.1	616	4
NG_047936.1	617	4
NG_047936.1	618	4
NG_047936.1	619	4
NG_047936.1	620	4
NG_047936.1	621	4
NG_047936.1	622	4
NG_047936.1	623	4
NG_047936.1	624	4
NG_047936.1	625	4
NG_047936.1	626	4
NG_047936.1	627	4
NG_047936.1	628	4
NG_047936.1	629	4
NG_047936.1	630	4
NG_047936.1	631	3
NG_047936.1	632	3
NG_047936.1	633	3
NG_047936.1	634	3
NG_047936.1	635	3
NG_047936.1	636	3
NG_047936.1	637	3
NG_047936.1	638	3
NG_047936.1	639	3
NG_047936.1	640	3
NG_047936.1	641	3
NG_047936.1	642	3
NG_047936.1	643	3
NG_047936.1	644	3
NG_047936.1	645	3
NG_047936.1	646	3
NG_047936.1	647	3
NG_047936.1	648	4
NG_047936.1	649	4
NG_047936.1	650	4
NG_047936.1	651	4
NG_047936.1	652	4
NG_047936.1	653	4
NG_047936.1	654	4
NG_047936.1	655	4
NG_047936.1	656	4
NG_047936.1	657	4
NG_047936.1	658	4
NG_047936.1	659	4
NG_047936.1	660	4
NG_047936.1	661	6
NG_047936.1	662	7
NG_047936.1	663	8
NG_047936.1	664	8
NG_047936.1	665	8
NG_047936.1	666	8
NG_047936.1	667	8
NG_047936.1	668	10
NG_047936.1	669	10
NG_047936.1	670	10
NG_047936.1	671	10
NG_047936.1	672	10
NG_047936.1	673	10
NG_047936.1	674	10
NG_047936.1	675	9
NG_047936.1	676	9
NG_047936.1	677	9
NG_047936.1	678	10
NG_047936.1	679	10
NG_047936.1	680	10
NG_047936.1	681	10
NG_047936.1	682	10
NG_047936.1	683	10
NG_047936.1	684	10
NG_047936.1	685	10
NG_047936.1	686	10
NG_047936.1	687	10
NG_047936.1	688	10
NG_047936.1	689	10
NG_047936.1	690	10
NG_047936.1	691	10
NG_047936.1	692	10
NG_047936.1	693	10
NG_047936.1	694	10
NG_047936.1	695	10
NG_047936.1	696	11
NG_047936.1	697	11
NG_047936.1	698	11
NG_047936.1	699	11
NG_047936.1	700	11
NG_047936.1	701	11
NG_047936.1	702	11
NG_047936.1	703	11
NG_047936.1	704	10
NG_047936.1	705	10
NG_047936.1	706	10
NG_047936.1	707	10
NG_047936.1	708	10
NG_047936.1	709	10
NG_047936.1	710	10
NG_047936.1	711	10
NG_047936.1	712	10
NG_047936.1	713	10
NG_047936.1	714	10
NG_047936.1	715	10
NG_047936.1	716	10
NG_047936.1	717	10
NG_047936.1	718	10
NG_047936.1	719	10
NG_047936.1	720	10
NG_047936.1	721	10
NG_047936.1	722	10
NG_047936.1	723	10
NG_047936.1	724	10
NG_047936.1	725	10
NG_047936.1	726	10
NG_047936.1	727	10
NG_047936.1	728	10
NG_047936.1	729	11
NG_047936.1	730	11
NG_047936.1	731	11
NG_047936.1	732	11
NG_047936.1	733	11
NG_047936.1	734	11
NG_047936.1	735	11
NG_047936.1	736	11
NG_047936.1	737	11
NG_047936.1	738	11
NG_047936.1	739	11
NG_047936.1	740	0
NG_047936.1	741	10
NG_047936.1	742	11
NG_047936.1	743	11
NG_047936.1	744	12
NG_047936.1	745	12
NG_047936.1	746	12
NG_047936.1	747	12
NG_047936.1	748	12
NG_047936.1	749	12
NG_047936.1	750	12
NG_047936.1	751	12
NG_047936.1	752	11
NG_047936.1	753	12
NG_047936.1	754	12
NG_047936.1	755	12
NG_047936.1	756	12
NG_047936.1	757	11
NG_047936.1	758	11
NG_047936.1	759	11
NG_047936.1	760	11
NG_047936.1	761	11
NG_047936.1	762	11
NG_047936.1	763	11
NG_047936.1	764	11
NG_047936.1	765	11
NG_047936.1	766	11
NG_047936.1	767	11
NG_047936.1	768	10
NG_047936.1	769	10
NG_047936.1	770	10
NG_047936.1	771	10
NG_047936.1	772	9
NG_047936.1	773	10
NG_047936.1	774	11
NG_047936.1	775	11
NG_047936.1	776	11
NG_047936.1	777	12
NG_047936.1	778	12
NG_047936.1	779	12
NG_047936.1	780	12
NG_047936.1	781	12
NG_047936.1	782	12
NG_047936.1	783	12
NG_047936.1	784	12
NG_047936.1	785	13
NG_047936.1	786	13
NG_047936.1	787	13
NG_047936.1	788	13
NG_047936.1	789	13
NG_047936.1	790	13
NG_047936.1	791	13
NG_047936.1	792	13
NG_047936.1	793	13
NG_047936.1	794	13
NG_047936.1	795	13
NG_047936.1	796	13
NG_047936.1	797	13
NG_047936.1	798	13
NG_047936.1	799	13
NG_047936.1	800	13
NG_047936.1	801	14
NG_047936.1	802	14
NG_047936.1	803	14
NG_047936.1	804	14
NG_047936.1	805	14
NG_047936.1	806	14
NG_047936.1	807	14
NG_047936.1	808	14
NG_047936.1	809	14
NG_047936.1	810	14
NG_047936.1	811	15
NG_047936.1	812	15
NG_047936.1	813	15
NG_047936.1	814	15
NG_047936.1	815	15
NG_047936.1	816	15
NG_047936.1	817	16
NG_047936.1	818	16
NG_047936.1	819	16
NG_047936.1	820	16
NG_047936.1	821	16
NG_047936.1	822	16
NG_047936.1	823	16
NG_047936.1	824	16
NG_047936.1	825	16
NG_047936.1	826	16
NG_047936.1	827	16
NG_047936.1	828	16
NG_047936.1	829	16
NG_047936.1	830	16
NG_047936.1	831	16
NG_047936.1	832	16
NG_047936.1	833	16
NG_047936.1	834	16
NG_047936.1	835	16
NG_047936.1	836	16
NG_047936.1	837	10
NG_047936.1	838	10
NG_047936.1	839	10
NG_047936.1	840	9
NG_047936.1	841	10
NG_047936.1	842	10
NG_047936.1	843	10
NG_047936.1	844	10
NG_047936.1	845	10
NG_047936.1	846	10
NG_047936.1	847	10
NG_047936.1	848	10
NG_047936.1	849	10
NG_047936.1	850	10
NG_047936.1	851	10
NG_047936.1	852	10
NG_047936.1	853	10
NG_047936.1	854	10
NG_047936.1	855	10
NG_047936.1	856	10
NG_047936.1	857	10
NG_047936.1	858	10
NG_047936.1	859	10
NG_047936.1	860	10
NG_047936.1	861	11
NG_047936.1	862	11
NG_047936.1	863	11
NG_047936.1	864	11
NG_047936.1	865	11
NG_047936.1	866	11
NG_047936.1	867	11
NG_047936.1	868	11
NG_047936.1	869	11
NG_047936.1	870	11
NG_047936.1	871	11
NG_047936.1	872	11
NG_047936.1	873	11
NG_047936.1	874	11
NG_047936.1	875	11
NG_047936.1	876	11
NG_047936.1	877	11
NG_047936.1	878	11
NG_047936.1	879	10
NG_047936.1	880	10
NG_047936.1	881	10
NG_047936.1	882	11
NG_047936.1	883	11
NG_047936.1	884	11
NG_047936.1	885	11
NG_047936.1	886	11
NG_047936.1	887	11
NG_047936.1	888	11
NG_047936.1	889	11
NG_047936.1	890	12
NG_047936.1	891	12
NG_047936.1	892	12
NG_047936.1	893	12
NG_047936.1	894	12
NG_047936.1	895	11
NG_047936.1	896	11
NG_047936.1	897	11
NG_047936.1	898	11
NG_047936.1	899	12
NG_047936.1	900	12
NG_047936.1	901	12
NG_047936.1	902	12
NG_047936.1	903	12
NG_047936.1	904	11
NG_047936.1	905	11
NG_047936.1	906	11
NG_047936.1	907	11
NG_047936.1	908	11
NG_047936.1	909	11
NG_047936.1	910	11
NG_047936.1	911	11
NG_047936.1	912	11
NG_047936.1	913	11
NG_047936.1	914	11
NG_047936.1	915	11
NG_047936.1	916	11
NG_047936.1	917	11
NG_047936.1	918	11
NG_047936.1	919	11
NG_047936.1	920	11
NG_047936.1	921	11
NG_047936.1	922	11
NG_047936.1	923	11
NG_047936.1	924	11
NG_047936.1	925	11
NG_047936.1	926	11
NG_047936.1	927	11
NG_047936.1	928	11
NG_047936.1	929	11
NG_047936.1	930	12
NG_047936.1	931	12
NG_047936.1	932	12
NG_047936.1	933	12
NG_047936.1	934	12
NG_047936.1	935	12
NG_047936.1	936	12
NG_047936.1	937	12
NG_047936.1	938	10
NG_047936.1	939	11
NG_047936.1	940	11
NG_047936.1	941	11
NG_047936.1	942	10
NG_047936.1	943	10
NG_047936.1	944	11
NG_047936.1	945	11
NG_047936.1	946	11
NG_047936.1	947	11
NG_047936.1	948	11
NG_047936.1	949	12
NG_047936.1	950	14
NG_047936.1	951	13
NG_047936.1	952	13
NG_047936.1	953	12
NG_047936.1	954	12
NG_047936.1	955	10
NG_047936.1	956	10
NG_047936.1	957	10
NG_047936.1	958	10
NG_047936.1	959	10
NG_047936.1	960	10
NG_047936.1	961	11
NG_047936.1	962	10
NG_047936.1	963	10
NG_047936.1	964	10
NG_047936.1	965	10
NG_047936.1	966	10
NG_047936.1	967	10
NG_047936.1	968	10
NG_047936.1	969	10
NG_047936.1	970	10
NG_047936.1	971	10
NG_047936.1	972	10
NG_047936.1	973	10
NG_047936.1	974	10
NG_047936.1	975	10
NG_047936.1	976	10
NG_047936.1	977	10
NG_047936.1	978	10
NG_047936.1	979	10
NG_047936.1	980	10
NG_047936.1	981	10
NG_047936.1	982	10
NG_047936.1	983	10
NG_047936.1	984	10
NG_047936.1	985	10
NG_047936.1	986	10
NG_047936.1	987	10
NG_047936.1	988	10
NG_047936.1	989	10
NG_047936.1	990	11
NG_047936.1	991	11
NG_047936.1	992	11
NG_047936.1	993	11
NG_047936.1	994	11
NG_047936.1	995	11
NG_047936.1	996	11
NG_047936.1	997	11
NG_047936.1	998	11
NG_047936.1	999	11
NG_047936.1	1000	11
NG_047936.1	1001	11
NG_047936.1	1002	10
NG_047936.1	1003	11
NG_047936.1	1004	11
NG_047936.1	1005	11
NG_047936.1	1006	11
NG_047936.1	1007	11
NG_047936.1	1008	11
NG_047936.1	1009	12
NG_047936.1	1010	11
NG_047936.1	1011	11
NG_047936.1	1012	11
NG_047936.1	1013	11
NG_047936.1	1014	11
NG_047936.1	1015	10
NG_047936.1	1016	10
NG_047936.1	1017	10
NG_047936.1	1018	10
NG_047936.1	1019	10
NG_047936.1	1020	10
NG_047936.1	1021	10
NG_047936.1	1022	10
NG_047936.1	1023	10
NG_047936.1	1024	10
NG_047936.1	1025	11
NG_047936.1	1026	11
NG_047936.1	1027	11
NG_047936.1	1028	11
NG_047936.1	1029	11
NG_047936.1	1030	11
NG_047936.1	1031	11
NG_047936.1	1032	11
NG_047936.1	1033	11
NG_047936.1	1034	11
NG_047936.1	1035	11
NG_047936.1	1036	11
NG_047936.1	1037	11
NG_047936.1	1038	11
NG_047936.1	1039	11
NG_047936.1	1040	11
NG_047936.1	1041	11
NG_047936.1	1042	11
NG_047936.1	1043	11
NG_047936.1	1044	11
NG_047936.1	1045	12
NG_047936.1	1046	8
NG_047936.1	1047	9
NG_047936.1	1048	9
NG_047936.1	1049	9
NG_047936.1	1050	9
NG_047936.1	1051	9
NG_047936.1	1052	7
NG_047936.1	1053	9
NG_047936.1	1054	9
NG_047936.1	1055	9
NG_047936.1	1056	9
NG_047936.1	1057	9
NG_047936.1	1058	9
NG_047936.1	1059	9
NG_047936.1	1060	9
NG_047936.1	1061	9
NG_047936.1	1062	9
NG_047936.1	1063	9
NG_047936.1	1064	8
NG_047936.1	1065	9
NG_047936.1	1066	9
NG_047936.1	1067	9
NG_047936.1	1068	9
NG_047936.1	1069	9
NG_047936.1	1070	10
NG_047936.1	1071	11
NG_047936.1	1072	11
NG_047936.1	1073	11
NG_047936.1	1074	12
NG_047936.1	1075	12
NG_047936.1	1076	12
NG_047936.1	1077	12
NG_047936.1	1078	12
NG_047936.1	1079	12
NG_047936.1	1080	12
NG_047936.1	1081	12
NG_047936.1	1082	12
NG_047936.1	1083	12
NG_047936.1	1084	12
NG_047936.1	1085	12
NG_047936.1	1086	12
NG_047936.1	1087	12
NG_047936.1	1088	11
NG_047936.1	1089	11
NG_047936.1	1090	11
NG_047936.1	1091	11
NG_047936.1	1092	11
NG_047936.1	1093	11
NG_047936.1	1094	11
NG_047936.1	1095	11
NG_047936.1	1096	11
NG_047936.1	1097	11
NG_047936.1	1098	11
NG_047936.1	1099	11
NG_047936.1	1100	10
NG_047936.1	1101	9
NG_047936.1	1102	10
NG_047936.1	1103	10
NG_047936.1	1104	10
NG_047936.1	1105	10
NG_047936.1	1106	10
NG_047936.1	1107	9
NG_047936.1	1108	9
NG_047936.1	1109	9
NG_047936.1	1110	9
NG_047936.1	1111	9
NG_047936.1	1112	9
NG_047936.1	1113	9
NG_047936.1	1114	9
NG_047936.1	1115	8
NG_047936.1	1116	9
NG_047936.1	1117	9
NG_047936.1	1118	9
NG_047936.1	1119	10
NG_047936.1	1120	10
NG_047936.1	1121	9
NG_047936.1	1122	11
NG_047936.1	1123	11
NG_047936.1	1124	11
NG_047936.1	1125	11
NG_047936.1	1126	11
NG_047936.1	1127	11
NG_047936.1	1128	11
NG_047936.1	1129	10
NG_047936.1	1130	10
NG_047936.1	1131	10
NG_047936.1	1132	10
NG_047936.1	1133	10
NG_047936.1	1134	10
NG_047936.1	1135	11
NG_047936.1	1136	11
NG_047936.1	1137	11
NG_047936.1	1138	12
NG_047936.1	1139	13
NG_047936.1	1140	13
NG_047936.1	1141	13
NG_047936.1	1142	13
NG_047936.1	1143	13
NG_047936.1	1144	12
NG_047936.1	1145	12
NG_047936.1	1146	12
NG_047936.1	1147	12
NG_047936.1	1148	12
NG_047936.1	1149	12
NG_047936.1	1150	12
NG_047936.1	1151	12
NG_047936.1	1152	12
